genus,species,id,latitude,longitude,locality,reproductive_mode,inaturalist
tectarchus,huttoni,tect-hutt_17,-41.11449167,174.2791333,Long Island,NA,no
tectarchus,huttoni,tect-hutt_18,-40.7097,172.3644833,Anatori River Valley,NA,no
tectarchus,huttoni,tect-hutt_19,-41.28058333,174.9131,Eastbourne,NA,no
tectarchus,huttoni,tect-hutt_20,-42.4297,171.2958833,Sewell Peak,NA,no
tectarchus,huttoni,tect-hutt_21,-41.26745,174.75675,Wiltons Bush,NA,no
tectarchus,huttoni,tect-hutt_22,-41.11088333,174.2255667,Resolution Bay,NA,no
tectarchus,huttoni,tect-hutt_23,-41.29511667,174.7989333,Roseneath,NA,no
tectarchus,huttoni,tect-hutt_24,-41.23533333,174.7922833,Braodmeadows,NA,no
tectarchus,huttoni,tect-hutt_25,-41.3693,174.9427333,Orongorongo field station,NA,no
tectarchus,huttoni,tect-hutt_26,-41.30118333,173.5715,Pelorus Bridge,NA,no
asteliaphasma,nov. sp.,astel_sp_1,-34.40778307,173.0071831,North Cape Scientific Reserve,sexual,no
asteliaphasma,nov. sp.,astel_sp_2,-34.47249973,172.7644164,Kauri Bush Te Paki,sexual,no
asteliaphasma,nov. sp.,astel_sp_3,-34.49139973,172.8365164,"Kohuranaki, Te Paki",sexual,no
asteliaphasma,naomi,astel_sp_4,-34.79416659,173.1419439,Mt Camel,sexual,no
asteliaphasma,naomi,astel_sp_5,-35.06913423,173.4440349,Paranui,sexual,no
asteliaphasma,naomi,astel_sp_6,-34.9477164,173.544733,Whakaangi,sexual,no
asteliaphasma,naomi,astel_sp_7,-35.12214973,173.5652664,"Fern Flat Rd, Otangaroa Forest",sexual,no
asteliaphasma,naomi,astel_sp_8,-35.16338307,173.2699497,"East Herekino, Kaitaia Walkway",sexual,no
asteliaphasma,naomi,astel_sp_9,-35.20879973,173.1992497,Herekino West,sexual,no
asteliaphasma,naomi,astel_sp_10,-35.18999974,173.4556664,Mangamuka Gorge Walkway,sexual,no
asteliaphasma,naomi,astel_sp_11,-35.19368307,173.480783,Mangamuka Gorge picnic area,sexual,no
asteliaphasma,naomi,astel_sp_12,-35.7211664,173.6501664,Trounson Kauri Park,sexual,no
asteliaphasma,naomi,astel_sp_13,-35.18589974,173.782233,"Puketi Forest, Manginangina Kauri Walk",sexual,no
asteliaphasma,naomi,astel_sp_14,-35.19223307,173.7331497,"Puketi Forest, Onekura Tk",sexual,no
asteliaphasma,naomi,astel_sp_15,-35.27558307,173.6857664,"Puketi Forest, Waipapa River Trk",sexual,no
asteliaphasma,naomi,astel_sp_16,-35.2086664,173.7971331,"Puketi Forest, Forestry HQ",sexual,no
asteliaphasma,naomi,astel_sp_17,-35.30194974,174.2335164,"Ngaiotonga Scenic Reserve, Kauri Grove",sexual,no
asteliaphasma,naomi,astel_sp_18,-35.3693164,173.2833664,Warawara Forest,sexual,no
asteliaphasma,naomi,astel_sp_19,-35.65654974,173.5632664,"Waipoua Forest, Hill south of DoC Forest HQ",sexual,no
asteliaphasma,naomi,astel_sp_20,-35.85433307,174.577683,Bream Head,sexual,no
asteliaphasma,naomi,astel_sp_21,-35.70926885,174.3319699,Dobbies Park,sexual,no
asteliaphasma,naomi,astel_sp_22,-35.56227997,174.4992368,Whale Bay,sexual,no
asteliaphasma,naomi,astel_sp_23,-35.70268668,174.2647129,"Pukenui, Whangarei",sexual,no
asteliaphasma,naomi,astel_sp_24,-35.32084974,174.0655997,"Opua Forest, Oromahoe Rd",sexual,no
asteliaphasma,naomi,astel_sp_25,-36.36083307,174.613333,"Dome Forest Walkway, north of Warkworth",sexual,no
asteliaphasma,naomi,astel_sp_26,-36.34516641,174.6141664,"Dome Forest, Waiwhu Rd",sexual,no
asteliaphasma,naomi,astel_sp_27,-36.45841641,174.467033,Mount Auckland,sexual,no
asteliaphasma,naomi,astel_sp_28,-35.89374861,174.1365627,Tangihua,sexual,no
asteliaphasma,naomi,astel_sp_29,-36.46988307,174.5981497,Moir Hill,sexual,no
asteliaphasma,naomi,astel_sp_30,-36.94264975,174.475933,"Maungaroa Lookout Tk, Piha",sexual,no
asteliaphasma,naomi,astel_sp_31,-36.96609974,174.6117164,"Auckland, Parau Trk, Lower Nihotupu Reservoir",sexual,no
asteliaphasma,naomi,astel_sp_32,-36.86355808,174.4736803,Matuku,sexual,no
asteliaphasma,naomi,astel_sp_33,-37.21833307,175.0266664,"Mt William Scenic Reserve, Kauri Track",sexual,no
asteliaphasma,naomi,astel_sp_34,-37.01734141,175.1452664,"Hunua, Ness Valley",sexual,no
asteliaphasma,naomi,astel_sp_35,-37.04899974,175.2536664,"Waharau Reg Park, Hunua Ranges",sexual,no
asteliaphasma,naomi,astel_sp_36,-36.20833307,175.0716664,"Little Barrier Island, Water Bottle Track",sexual,no
asteliaphasma,naomi,astel_sp_37,-36.21816641,175.0594497,"Little Barrier Island, Start of Valley Trk",sexual,no
asteliaphasma,naomi,astel_sp_38,-36.22083308,175.0616664,"Little Barrier Island, Shag Track",sexual,no
asteliaphasma,naomi,astel_sp_39,-36.29679503,175.5262977,"Great Barrier Island, Little Windy Hill",sexual,no
asteliaphasma,naomi,astel_sp_40,-36.98941641,175.5876664,"Start of Waiomu Walk, Coroglen-Tapu Rd, 10.9km East of Tapu",sexual,no
asteliaphasma,naomi,astel_sp_41,-37.61174974,175.1554164,"Hakarimata Ra, Kauri Loop Trk",sexual,no
asteliaphasma,naomi,astel_sp_42,-37.14856546,175.6734678,"Summit Kopu-Hikuai, Coromandel Range",sexual,no
asteliaphasma,naomi,astel_sp_43,-37.52141641,175.7305164,"Mt Te Aroha, Tui mine",sexual,no
asteliaphasma,naomi,astel_sp_44,-37.96798308,175.1521664,"Mt Pirongia, Mangakara Nature Walk",sexual,no
asteliaphasma,naomi,astel_sp_45,-37.90781641,174.8967664,Bridal Veil Falls,sexual,no
asteliaphasma,naomi,astel_sp_46,-37.85078332,174.7814035,"Pirongia State Forest Pk, Mt Karioi, Waireke Track",sexual,no
asteliaphasma,naomi,astel_sp_47,-37.85983308,175.5306664,"Cambridge, Maungakawa Scenic Reserve",sexual,no
asteliaphasma,naomi,astel_sp_48,-37.54364974,175.8716164,"Kaimai Ra, Lindemann lookout, end of Lindemann Rd",sexual,no
asteliaphasma,naomi,astel_sp_49,-37.56284975,178.1522497,"Waenga Bush, Lottin Pt Rd",asexual,no
asteliaphasma,naomi,astel_sp_50,-37.59666641,175.8599997,"Katikati, Springs Rd, Tuahu Trk",sexual,no
asteliaphasma,naomi,astel_sp_51,-37.60636642,178.153883,"Waiaroho, East Cape",asexual,no
asteliaphasma,naomi,astel_sp_52,-37.67496641,175.9151164,"Katikati, Wrights Road, Aongatete Lodge",sexual,no
asteliaphasma,naomi,astel_sp_53,-38.78296641,177.1356997,"Te Urewera Natl. Pk, Lake Waikaremoana, Awaawaroa Stm, Maori Track",asexual,no
asteliaphasma,naomi,astel_sp_54,-38.51449974,175.5701664,"Pureora Forest, Caterpillar Tractor Track",asexual,no
asteliaphasma,naomi,astel_sp_55,-38.47083308,175.5721664,"Pureora Forest, Waitaramoa Rd, Track behind Pureora Lodge",asexual,no
asteliaphasma,naomi,astel_sp_56,-38.56644975,175.7177997,"Pureora Forest, Kakaho Stm, Rimu walk",asexual,no
asteliaphasma,naomi,astel_sp_57,-38.05048307,175.562283,Maungatautari,sexual,no
asteliaphasma,naomi,astel_sp_58,-38.25898308,175.0226497,Waitomo,sexual,no
asteliaphasma,naomi,astel_sp_59,-38.90345,174.59405,Mt Messenger,asexual,no
asteliaphasma,naomi,astel_sp_60,-37.0063,174.9069,Auckland Botanic Gardens,sexual,no
micrarchus,hystriculeus,micra_hyst_1,-39.42945,175.4645167,"Rangataua, Rangataua Scenic Reserve",sexual,no
micrarchus,hystriculeus,micra_hyst_2,-39.019717,176.563597,"Napier-Taupo Road, rest area",sexual,no
micrarchus,hystriculeus,micra_hyst_3,-39.28678,176.40798,"Makahu Hut, Kaweka Range, Hawkes Bay",sexual,no
micrarchus,hystriculeus,micra_hyst_4,-39.64491667,175.7138333,"Paengaroa Scenic Reserve, Mataroa, near Taihape",sexual,no
micrarchus,hystriculeus,micra_hyst_5,-39.39616667,176.3143333,"West of Kuripapango, Gentle Annie Rd",sexual,no
micrarchus,hystriculeus,micra_hyst_6,-41.01366,175.81867,"Te Parae Rd, nr Masterton",sexual,no
micrarchus,hystriculeus,micra_hyst_7,-40.22435,176.2720333,Te Uri/Dannevirke,sexual,no
micrarchus,hystriculeus,micra_hyst_8,-40.86075,175.8726833,"Bideford, Waterfalls Rd",sexual,no
micrarchus,hystriculeus,micra_hyst_9,-40.90048333,175.4681667,"Donnelleys Clearing Trk, Mt Holdsworth",sexual,no
micrarchus,hystriculeus,micra_hyst_10,-40.99323333,175.50235,"Fensham Res., Carterton",sexual,no
micrarchus,hystriculeus,micra_hyst_11,-41.00753333,175.3914,Waiohine Gorge abseil site,sexual,no
micrarchus,hystriculeus,micra_hyst_12,-41.02821667,175.95685,Ngaumu State Forest,sexual,no
micrarchus,hystriculeus,micra_hyst_13,-41.06081667,175.6038833,Carterton Scenic Res,sexual,no
micrarchus,hystriculeus,micra_hyst_14,-41.25586667,175.1463167,"Wairongomai Station, Rimutaka Ra.",sexual,no
micrarchus,hystriculeus,micra_hyst_15,-41.41026667,175.3646667,"Waikuku Lodge, Haurangi Mountains",sexual,no
micrarchus,hystriculeus,micra_hyst_16,-41.4497,175.2408833,"Putangirua Pinnacles, Haurangi Mountains",sexual,no
micrarchus,hystriculeus,micra_hyst_17,-41.34823333,174.9310333,"Catchpool Valley, Rimutaka Forest Pk",sexual,no
micrarchus,hystriculeus,micra_hyst_18,-41.43348333,174.9133667,Turakirae Heads,sexual,no
micrarchus,hystriculeus,micra_hyst_19,-41.2825,174.7542,"145 Creswick Tce, Northland, Wellington",sexual,no
micrarchus,hystriculeus,micra_hyst_20,-41.08702,174.7812,Mana Island,sexual,no
micrarchus,hystriculeus,micra_hyst_21,-41.0245,173.88959,Maud Island ,sexual,no
micrarchus,hystriculeus,micra_hyst_22,-40.84582,173.99323,Trio Is,sexual,no
micrarchus,hystriculeus,micra_hyst_23,-40.671264,173.997817,Stephens Island,sexual,no
micrarchus,hystriculeus,micra_hyst_24,-40.92771,173.84208,French Pass,sexual,no
micrarchus,hystriculeus,micra_hyst_25,-41.20246667,174.0322,Cowshed Bay Camp and Picnic Area,sexual,no
micrarchus,hystriculeus,micra_hyst_26,-41.38518333,174.058,"Whites Bay Recreation Reserve campground, Puketea Track",sexual,no
micrarchus,hystriculeus,micra_hyst_27,-41.11243,174.03308,Manaroa/Clova Bay,sexual,no
micrarchus,hystriculeus,micra_hyst_28,-40.82218333,173.0026833,"Golden Bay Campground, Totranui",sexual,no
micrarchus,hystriculeus,micra_hyst_29,-41.347626,173.348293,"Dun Mtn, Mineral Belt, Coads Creek",sexual,no
micrarchus,hystriculeus,micra_hyst_30,-41.03296667,172.9005167,"Riwaka Resurgence, Abel Tasman National Park",sexual,no
micrarchus,hystriculeus,micra_hyst_31,-41.1063,173.52305,"Whangamoa Rd, 1.4km S of Hori Bay",sexual,no
micrarchus,hystriculeus,micra_hyst_32,-41.10675,173.5189833,"Hori Bay, 13.7km N of SH6 on Whangamoa Rd",sexual,no
micrarchus,hystriculeus,micra_hyst_33,-41.80382,172.84702,"L. Rotoiti, Nelson",sexual,no
micrarchus,hystriculeus,micra_hyst_34,-41.73086,172.99174,"Red Hills Hut, Mt Chrome",sexual,no
micrarchus,hystriculeus,micra_hyst_35,-41.741923,173.819332,"Black Birch Ridge, Marlborough",sexual,no
micrarchus,hystriculeus,micra_hyst_36,-41.21606667,173.5919333,"Carluke Scenic Reserve, near Rai Valley",sexual,no
micrarchus,hystriculeus,micra_hyst_37,-41.71788333,173.1010333,Kowhai Point Res.,sexual,no
micrarchus,hystriculeus,micra_hyst_38,-42.70265,173.8727167,"Awatere Valley, Blairich Station, Black Birch Stream",sexual,no
micrarchus,hystriculeus,micra_hyst_39,-41.3125,173.2916667,"Nelson, The Brook",sexual,no
micrarchus,hystriculeus,micra_hyst_40,-41.1188,174.27697,Long Island,sexual,no
micrarchus,hystriculeus,micra_hyst_41,-41.39722,173.19034,"Rhoding, Nelson (Roding ?)",sexual,no
micrarchus,nov-sp-2,micra_sp2_1,-41.0804,172.6261833,"Kahurangi Nat Pk, in basin at head of Lk Lockett Ra",sexual,no
micrarchus,nov-sp-2,micra_sp2_2,-40.97166667,172.88925,"Takaka, Harwoods Hole Rd",sexual,no
micrarchus,nov-sp-2,micra_sp2_3,-41.19786667,172.7124167,"Mt Arthur Trk, ridge above Mt Arthur hut",sexual,no
micrarchus,nov-sp-2,micra_sp2_4,-41.7672,171.7868333,"Whareatea Mine, Denniston Hill",sexual,no
micrarchus,nov-sp-2,micra_sp2_5,-41.10636667,172.6917333,"Top of Cobb Dam Rd, Kahurangi Nat Park",sexual,no
micrarchus,nov-sp-2,micra_sp2_6,-41.8341,172.8112,Mt Robert,sexual,no
micrarchus,nov-sp-2,micra_sp2_7,-41.106972,172.633839,"Lake Sylvester, Nelson",sexual,no
micrarchus,nov-sp-2,micra_sp2_8,-41.19731667,172.7134167,"Ridge behind Mt Arthur Hut, Mt Arthur Tableland, Arthur Ridge",sexual,no
micrarchus,nov-sp-2,micra_sp2_9,-41.67445,171.857586,"Mt Augustus, Granity",sexual,no
micrarchus,nov-sp-2,micra_sp2_10,-41.637513,171.902475,"Stockton Plateau, north of Rudolf Stm",sexual,no
micrarchus,nov-sp-2,micra_sp2_11,-41.711559,171.864452,"Upper Waimangaroa Valley, north of Webb Stm",sexual,no
micrarchus,nov-sp-2,micra_sp2_12,-42.076597,171.540442,"Mt Dewar, Paparoa Range",sexual,no
micrarchus,nov-sp-2,micra_sp2_13,-41.729433,172.492347,"Mt Murchison, Buller Vly",sexual,no
micrarchus,nov-sp-2,micra_sp2_14,-42.4052,171.3430833,"Paparoa Ra, Sewell Peak, site # 2",sexual,no
micrarchus,nov-sp-2,micra_sp2_15,-42.41073333,171.3378833,"Paparoa Ra, Sewell Peak, site # 3",sexual,no
micrarchus,nov-sp-2,micra_sp2_16,-41.76601667,171.7736833,Denniston Plateau,sexual,no
micrarchus,nov-sp-2,micra_sp2_17,-40.87358333,172.542,Lead Hill eastern slope,sexual,no
micrarchus,nov-sp-2,micra_sp2_18,-40.90106667,172.5784833,Boulder Lake,sexual,no
micrarchus,nov-sp-2,micra_sp2_19,-41.52406667,172.5655833,"Granity Pass, Mt Owen",sexual,no
micrarchus,nov-sp-2,micra_sp2_20,-41.87456667,171.6290667,Bucklands Peak Hut,sexual,no
micrarchus,nov-sp-1,micra_sp1_1,-42.2432,173.8292833,"Ohau Scenic Reserve, N of Kaikoura",sexual,no
micrarchus,nov-sp-1,micra_sp1_2,-42.36483333,173.5850667,"Road to Mt Fyffe, Kaikoura",sexual,no
micrarchus,nov-sp-1,micra_sp1_3,-42.24688333,173.7520833,"Puhipuhi Scenic Reserve, Kaikoura",sexual,no
micrarchus,nov-sp-1,micra_sp1_4,-42.25958333,173.8105333,"Halfmoon Bay Track head, along SH1",sexual,no
micrarchus,nov-sp-1,micra_sp1_5,-41.877422,174.005413,"Waima River Valley, 2.7km E of Sawcut Gorge Trailhead(end of road) on Ure Rd 10.5km W of SH1",sexual,no
micrarchus,nov-sp-1,micra_sp1_6,-42.33603333,173.6406333,"Mt Fyffe, Fyffe Palmer Scenic Reserve",sexual,no
micrarchus,nov-sp-1,micra_sp1_7,-42.35028333,173.5683667,"Mt Fyffe track car park, Kaikoura",sexual,no
micrarchus,nov-sp-1,micra_sp1_8,-41.96981667,173.9862167,"Kekerengu Valley Rd Site 2, Kaikoura",sexual,no
micrarchus,nov-sp-1,micra_sp1_9,-42.21648333,173.8597667,"Okiwi Bay track, Kaikoura",sexual,no
micrarchus,nov-sp-1,micra_sp1_10,-42.32395,173.5928833,"Kaikoura, Mt Fyffe Hut geocache",sexual,no
micrarchus,nov-sp-3,micra_sp3_1,-40.671199,174.003611,"Stephens Is, Cook Strait",sexual,no
spinotectarchus,acornutus,spino_sp_1,-34.43437308,172.8935473,Unuwhao,sexual,no
spinotectarchus,acornutus,spino_sp_2,-34.47249999,172.7644167,Kauri Bush Te Paki,sexual,no
spinotectarchus,acornutus,spino_sp_3,-34.49139999,172.8365167,"Kohuranaki, Te Paki",sexual,no
spinotectarchus,acornutus,spino_sp_4,-35.06913448,173.4440351,Paranui,sexual,no
spinotectarchus,acornutus,spino_sp_5,-34.94771666,173.5447333,Whakaangi,sexual,no
spinotectarchus,acornutus,spino_sp_6,-35.12214999,173.5652667,"Fern Flat Rd, Otangaroa Forest",sexual,no
spinotectarchus,acornutus,spino_sp_7,-35.1859,173.7822333,"Puketi Forest, Manginangina Kauri Walk",sexual,no
spinotectarchus,acornutus,spino_sp_8,-35.16338332,173.26995,"East Herekino, Kaitaia Walkway",sexual,no
spinotectarchus,acornutus,spino_sp_9,-35.20879999,173.19925,Herekino West,sexual,no
spinotectarchus,acornutus,spino_sp_10,-35.19,173.4556666,Mangamuka Gorge Walkway,sexual,no
spinotectarchus,acornutus,spino_sp_11,-35.19368332,173.4807833,Mangamuka Gorge picnic area,sexual,no
spinotectarchus,acornutus,spino_sp_12,-35.72116666,173.6501666,Trounson Kauri Park,sexual,no
spinotectarchus,acornutus,spino_sp_13,-35.30195,174.2335167,"Ngaiotonga Scenic Reserve, Kauri Grove",sexual,no
spinotectarchus,acornutus,spino_sp_14,-35.36931666,173.2833667,Warawara Forest,sexual,no
spinotectarchus,acornutus,spino_sp_15,-35.65655,173.5632667,"Waipoua Forest, Hill south of DoC Forest HQ",sexual,no
spinotectarchus,acornutus,spino_sp_16,-35.53055554,173.4408337,Waima Forest,sexual,no
spinotectarchus,acornutus,spino_sp_17,-35.85433333,174.5776833,Bream Head,sexual,no
spinotectarchus,acornutus,spino_sp_18,-35.88696362,174.7773494,"Coppermine Isl, Hen and Chickens",sexual,no
spinotectarchus,acornutus,spino_sp_19,-36.36083332,174.6133333,"Dome Forest Walkway, north of Warkworth",sexual,no
spinotectarchus,acornutus,spino_sp_20,-36.46988333,174.59815,Moir Hill,sexual,no
spinotectarchus,acornutus,spino_sp_21,-36.55731839,174.4763886,"Omeru, Kaipara",sexual,no
spinotectarchus,acornutus,spino_sp_22,-36.94265,174.4759333,"Maungaroa Lookout Tk, Piha",sexual,no
spinotectarchus,acornutus,spino_sp_23,-37.01132357,174.5383973,Don MacLean Trk,sexual,no
spinotectarchus,acornutus,spino_sp_24,-37.04899999,175.2536667,"Waharau Reg Park, Hunua Ranges",sexual,no
spinotectarchus,acornutus,spino_sp_25,-36.29679528,175.5262979,"Great Barrier Island, Little Windy Hill",sexual,no
spinotectarchus,acornutus,spino_sp_26,-36.20833332,175.0716667,"Little Barrier Island, Water Bottle Track",sexual,no
spinotectarchus,acornutus,spino_sp_27,-36.21816666,175.05945,"Little Barrier Island, Start of Valley Trk",sexual,no
spinotectarchus,acornutus,spino_sp_28,-36.22083333,175.0616666,"Little Barrier Island, Shag Track",sexual,no
spinotectarchus,acornutus,spino_sp_29,-36.98941666,175.5876666,"Start of Waiomu Walk, Coroglen-Tapu Rd, 10.9km East of Tapu",sexual,no
spinotectarchus,acornutus,spino_sp_30,-36.34516666,174.6141667,"Dome Forest, Waiwhu Rd",sexual,no
spinotectarchus,acornutus,spino_sp_31,-37.21833332,175.0266666,"Mt William Scenic Reserve, Kauri Track",sexual,no
spinotectarchus,acornutus,spino_sp_32,-37.52141665,175.7305167,"Mt Te Aroha, Tui mine",sexual,no
spinotectarchus,acornutus,spino_sp_33,-37.53448926,175.7415085,"Mt Te Aroha, summitt",sexual,no
spinotectarchus,acornutus,spino_sp_34,-37.85078357,174.7814038,"Pirongia State Forest Pk, Mt Karioi, Waireke Track",sexual,no
spinotectarchus,acornutus,spino_sp_35,-37.54364999,175.8716167,"Kaimai Ra, Lindemann lookout, end of Lindemann Rd",sexual,no
spinotectarchus,acornutus,spino_sp_36,-38.10164989,176.4308375,Lake Okataina,sexual,no
spinotectarchus,acornutus,spino_sp_37,-38.47083332,175.5721667,"Pureora Forest, Waitaramoa Rd, Track behind Pureora Lodge",sexual,no
spinotectarchus,acornutus,spino_sp_38,-35.27558333,173.6857666,"Puketi Forest, Waipapa River Trk",sexual,no
spinotectarchus,acornutus,spino_sp_39,-36.45841666,174.4670333,Mount Auckland,sexual,no
spinotectarchus,acornutus,spino_sp_40,-35.89374887,174.136563,Tangihua,sexual,no
spinotectarchus,acornutus,spino_sp_41,-37.1485657,175.673468,"Summit Kopu-Hikuai, Coromandel Range",sexual,no
spinotectarchus,acornutus,spino_sp_42,-35.19692777,173.798575,Omahuta (SM15),sexual,no
spinotectarchus,acornutus,spino_sp_43,-35.19223333,173.73315,"Puketi Forest, Onekura Tk",sexual,no
spinotectarchus,acornutus,spino_sp_44,-36.86355833,174.4736805,Matuku,sexual,no
spinotectarchus,acornutus,spino_sp_45,-35.56228023,174.4992371,Whale Bay,sexual,no
spinotectarchus,acornutus,spino_sp_46,-35.7092691,174.3319701,Dobbies Park,sexual,no
spinotectarchus,acornutus,spino_sp_47,-36.65211079,174.7201391,Okura Walkway,sexual,no
Tepakiphasma,ngatikuri,tepk_ngat_1,-34.47249973,172.7644164,Radar Bush,sexual,no
